"SampleID","TaxaID","N_Taxa","file_taxatrans","file_attributes","Match_Official","PHYLUM","SUBPHYLUM","CLASS","SUBCLASS","ORDER","FAMILY","FFG","TOLVAL","HABIT","NONTARGET"
"240193-9/5/23","Tricorythidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Tricorythidae","CG",NA,"",FALSE
"240193-9/5/23","Unionidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Bivalvia","","Unionoida","Unionidae","CF",5,"BU",FALSE
"240193-9/5/23","Veliidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Veliidae","PR",6.3,"SK",FALSE
"240193-9/5/23","Viviparidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Architaenioglossa","Viviparidae","SC",4.3,"CB",FALSE
"240211-7/26/23","Aeshnidae",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Aeshnidae","PR",5.7,"CB;CN",FALSE
"240211-7/26/23","Amphipoda",34,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Amphipoda","","SH",6.2,"",FALSE
"240211-7/26/23","Ancylidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Ancylidae","SC",6.7,"CB;CN",FALSE
"240211-7/26/23","Baetidae",15,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","CG",4.6,"CN;SW",FALSE
"240211-7/26/23","Brachycentridae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Brachycentridae","CF",1,"CN",FALSE
"240211-7/26/23","Caenidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","CG",4.2,"BU;SP",FALSE
"240211-7/26/23","Calopterygidae",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Calopterygidae","PR",6.1,"CB;CN",FALSE
"240211-7/26/23","Chironomidae",9,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Chironomidae","CG",5.5,"",FALSE
"240211-7/26/23","Cordulegastridae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Cordulegastridae","PR",2.9,"BU",FALSE
"240211-7/26/23","Corixidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Corixidae","CG",8.2,"SW",FALSE
"240211-7/26/23","Corydalidae",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Megaloptera","Corydalidae","PR",4.9,"CN",FALSE
"240211-7/26/23","Decapoda",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Decapoda","Decapoda","CG",6.4,"",FALSE
"240211-7/26/23","Dryopidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Dryopidae","SC",4.9,"CB;CN",FALSE
"240211-7/26/23","Elmidae",8,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Elmidae","CG",4,"CN",FALSE
"240211-7/26/23","Ephemerellidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Ephemerellidae","SC",2.2,"CN",FALSE
"240211-7/26/23","Gerridae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Gerridae","PR",5.7,"SK",FALSE
"240211-7/26/23","Glossosomatidae",42,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Glossosomatidae","SC",0.6,"CN",FALSE
"240211-7/26/23","Heptageniidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Heptageniidae","SC",1.9,"CN",FALSE
"240211-7/26/23","Hydrophilidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Hydrophilidae","PR",5.4,"BU;SW",FALSE
"240211-7/26/23","Hydropsychidae",64,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Hydropsychidae","CF",2.7,"CN",FALSE
"240211-7/26/23","Leuctridae",13,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Plecoptera","Leuctridae","SH",0.6,"SP",FALSE
"240211-7/26/23","Limnephilidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Limnephilidae","SH",2.8,"SP",FALSE
"240211-7/26/23","Oligochaeta",6,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Annelida","","Oligochaeta","","Haplotaxida","","CG",NA,"BU",FALSE
"240211-7/26/23","Perlidae",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Plecoptera","Perlidae","PR",1.8,"CN",FALSE
"240211-7/26/23","Philopotamidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Philopotamidae","CF",1.4,"CN",FALSE
"240211-7/26/23","Phryganeidae",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Phryganeidae","SH",4.5,"CB;CN",FALSE
"240211-7/26/23","Pisidiidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Bivalvia","","Veneroida","Pisidiidae","CF",6.6,"BU",FALSE
"240211-7/26/23","Polycentropodidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Polycentropodidae","PR",5.5,"CN",FALSE
"240211-7/26/23","Simuliidae",4,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Simulidae","CF",4.2,"CN",FALSE
"240211-7/26/23","Tipulidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Tipulidae","CG",4,"BU",FALSE
"240211-7/26/23","Tricorythidae",29,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Tricorythidae","CG",NA,"",FALSE
"240211-7/26/23","Veliidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Veliidae","PR",6.3,"SK",FALSE
"250513-6/29/23","Aeshnidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Aeshnidae","PR",5.7,"CB;CN",FALSE
"250513-6/29/23","Amphipoda",15,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Amphipoda","","SH",6.2,"",FALSE
"250513-6/29/23","Ancylidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Ancylidae","SC",6.7,"CB;CN",FALSE
"250513-6/29/23","Baetidae",31,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","CG",4.6,"CN;SW",FALSE
"250513-6/29/23","Caenidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","CG",4.2,"BU;SP",FALSE
"250513-6/29/23","Calopterygidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Calopterygidae","PR",6.1,"CB;CN",FALSE
"250513-6/29/23","Chironomidae",48,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Chironomidae","CG",5.5,"",FALSE
"250513-6/29/23","Corbicula",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Bivalvia","","Veneroida","Corbiculidae","CF",NA,"",FALSE
"250513-6/29/23","Corixidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Corixidae","CG",8.2,"SW",FALSE
"250513-6/29/23","Decapoda",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Decapoda","Decapoda","CG",6.4,"",FALSE
"250513-6/29/23","Elmidae",4,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Elmidae","CG",4,"CN",FALSE
"250513-6/29/23","Ephemerellidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Ephemerellidae","SC",2.2,"CN",FALSE
"250513-6/29/23","Gerridae",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Gerridae","PR",5.7,"SK",FALSE
"250513-6/29/23","Heptageniidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Heptageniidae","SC",1.9,"CN",FALSE
"250513-6/29/23","Hydracarina",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Arachnida","","","","PR",5.5,"",FALSE
"250513-6/29/23","Hydropsychidae",94,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Hydropsychidae","CF",2.7,"CN",FALSE
"250513-6/29/23","Hydroptilidae",7,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Hydroptilidae","SC",4,"CN",FALSE
"250513-6/29/23","Isopoda",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Isopoda","","SH",7.6,"",FALSE
"250513-6/29/23","Leptoceridae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Leptoceridae","SH",3.6,"SP;SW",FALSE
"250513-6/29/23","Oligochaeta",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Annelida","","Oligochaeta","","Haplotaxida","","CG",NA,"BU",FALSE
"250513-6/29/23","Philopotamidae",6,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Philopotamidae","CF",1.4,"CN",FALSE
"250513-6/29/23","Pisidiidae",6,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Bivalvia","","Veneroida","Pisidiidae","CF",6.6,"BU",FALSE
"250513-6/29/23","Planorbidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Planorbidae","SC",6.5,"CB",FALSE
"250513-6/29/23","Pleuroceridae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Neotaenioglossa","Pleuroceridae","SC",3.6,"CB",FALSE
"250513-6/29/23","Simuliidae",99,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Simulidae","CF",4.2,"CN",FALSE
"250513-6/29/23","Tricorythidae",12,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Tricorythidae","CG",NA,"",FALSE
"250513-6/29/23","Turbellaria",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Platyhelminthes","","Turbellaria","","","","CG",NA,"",FALSE
"250513-6/29/23","Unionidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Bivalvia","","Unionoida","Unionidae","CF",5,"BU",FALSE
"250513-6/29/23","Veliidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Veliidae","PR",6.3,"SK",FALSE
"250514-7/5/23","Baetidae",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","CG",4.6,"CN;SW",FALSE
"250514-7/5/23","Ceratopogonidae",4,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","PR",6.3,"BU;SP",FALSE
"250514-7/5/23","Chironomidae",117,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Chironomidae","CG",5.5,"",FALSE
"250514-7/5/23","Coenagrionidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Coenagrionidae","PR",8.1,"CB;SP",FALSE
"250514-7/5/23","Corixidae",17,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Corixidae","CG",8.2,"SW",FALSE
"250514-7/5/23","Decapoda",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Decapoda","Decapoda","CG",6.4,"",FALSE
"250514-7/5/23","Dytiscidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Dytiscidae","PR",6.2,"BU;SW",FALSE
"250514-7/5/23","Elmidae",4,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Elmidae","CG",4,"CN",FALSE
"250514-7/5/23","Haliplidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Haliplidae","SH",7.3,"",FALSE
"250514-7/5/23","Haliplidae",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Haliplidae","SH",7.3,"",FALSE
"250514-7/5/23","Hydracarina",4,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Arachnida","","","","PR",5.5,"",FALSE
"250514-7/5/23","Hydrobiidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Neotaenioglossa","Hydrobiidae","SC",6.9,"CN",FALSE
"250514-7/5/23","Hydropsychidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Hydropsychidae","CF",2.7,"CN",FALSE
"250514-7/5/23","Hydroptilidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Hydroptilidae","SC",4,"CN",FALSE
"250514-7/5/23","Leptoceridae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Leptoceridae","SH",3.6,"SP;SW",FALSE
"250514-7/5/23","Oligochaeta",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Annelida","","Oligochaeta","","Haplotaxida","","CG",NA,"BU",FALSE
"250514-7/5/23","Physidae",137,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Physidae","SC",8,"CB",FALSE
"250514-7/5/23","Pisidiidae",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Bivalvia","","Veneroida","Pisidiidae","CF",6.6,"BU",FALSE
"250514-7/5/23","Planorbidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Planorbidae","SC",6.5,"CB",FALSE
"250514-7/5/23","Turbellaria",7,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Platyhelminthes","","Turbellaria","","","","CG",NA,"",FALSE
"250516-7/5/23","Amphipoda",21,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Amphipoda","","SH",6.2,"",FALSE
"250516-7/5/23","Baetidae",59,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","CG",4.6,"CN;SW",FALSE
"250516-7/5/23","Chironomidae",27,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Chironomidae","CG",5.5,"",FALSE
"250516-7/5/23","Coenagrionidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Coenagrionidae","PR",8.1,"CB;SP",FALSE
"250516-7/5/23","Corixidae",13,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Corixidae","CG",8.2,"SW",FALSE
"250516-7/5/23","Decapoda",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Decapoda","Decapoda","CG",6.4,"",FALSE
"250516-7/5/23","Elmidae",10,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Elmidae","CG",4,"CN",FALSE
"250516-7/5/23","Gerridae",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Gerridae","PR",5.7,"SK",FALSE
"250516-7/5/23","Gyrinidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Gyrinidae","PR",4.1,"SW",FALSE
"250516-7/5/23","Helicopsychidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Helicopsychidae","SC",2,"BU",FALSE
"250516-7/5/23","Heptageniidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Heptageniidae","SC",1.9,"CN",FALSE
"250516-7/5/23","Hydracarina",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Arachnida","","","","PR",5.5,"",FALSE
"250516-7/5/23","Hydropsychidae",37,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Hydropsychidae","CF",2.7,"CN",FALSE
"250516-7/5/23","Hydroptilidae",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Hydroptilidae","SC",4,"CN",FALSE
"250516-7/5/23","Leptoceridae",18,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Leptoceridae","SH",3.6,"SP;SW",FALSE
"250516-7/5/23","Molannidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Molannidae","SC",5.2,"SP",FALSE
"250516-7/5/23","Oligochaeta",12,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Annelida","","Oligochaeta","","Haplotaxida","","CG",NA,"BU",FALSE
"250516-7/5/23","Perlidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Plecoptera","Perlidae","PR",1.8,"CN",FALSE
"250516-7/5/23","Physidae",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Physidae","SC",8,"CB",FALSE
"250516-7/5/23","Pisidiidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Bivalvia","","Veneroida","Pisidiidae","CF",6.6,"BU",FALSE
"250516-7/5/23","Polycentropodidae",10,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Polycentropodidae","PR",5.5,"CN",FALSE
"250516-7/5/23","Simuliidae",13,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Simulidae","CF",4.2,"CN",FALSE
"250516-7/5/23","Tricorythidae",17,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Tricorythidae","CG",NA,"",FALSE
"250551-8/9/23","Aeshnidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Aeshnidae","PR",5.7,"CB;CN",FALSE
"250551-8/9/23","Amphipoda",11,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Amphipoda","","SH",6.2,"",FALSE
"250551-8/9/23","Ancylidae",4,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Ancylidae","SC",6.7,"CB;CN",FALSE
